"Sushant's Fans Carry Protest March In Kolkata, Chant 'Justice For SSR' Slogans","29,591 views","Sushant, Sushant Singh, Sushant Rajput, Sushant Singh Rajput, Sushant News, Sushant Singh news, Sushant Rajput news, Sushant Singh Rajput news, Protest rally...",https://i.ytimg.com/vi/JNSFSTFCVC8/maxresdefault.jpg,https://www.youtube.com/watch?v=JNSFSTFCVC8
Sadhguru's Advice To The Ice Man | Wim Hof | Beyond Human Limits | American Tribes | Adiyogi | 2020,"80,344 views","adiyogi, sadhguru, isha, ice man, sadhguru with iceman, ice man sadhguru, sadhguru and ice man, iceman sadhguru, sadhguru with ice man, wim hof sadhguru, sad...",https://i.ytimg.com/vi/dxgu_DJpdQU/maxresdefault.jpg,https://www.youtube.com/watch?v=dxgu_DJpdQU
Sadhguru On Exactly Opposite Statements By Jesus And Krishna,"102,681 views","Sadhguru, Jaggi Vasudev, Krishna, lord krishna, krishna leela, Sadhguru on Krishna, Sadhguru Krishna and Jesus, Jesus, Hindu and Christian, Meek will inherit...",https://i.ytimg.com/vi/X31MZx9WNRE/maxresdefault.jpg,https://www.youtube.com/watch?v=X31MZx9WNRE
SADHGURU Solves Life’s Most Challenging Questions - Full Interview & Influencer Q&A,"72,714 views","spiritual, meditation, happiness, growth, spirit, soul, isha, kriya, yoga, wellness, mindset, influencer, transcendence, ascension, clarity, self help, intui...",https://i.ytimg.com/vi/tIzvd2z7b-c/maxresdefault.jpg,https://www.youtube.com/watch?v=tIzvd2z7b-c
Sadhguru -How to deal with negative people and criticism ?,"2,768 views","Sadhguru, how to handle negative people ?, how to deal with criticism, dealing with failure, do your best, guru and the scorpion story, monk and the scorpion",https://i.ytimg.com/vi/Co5k7msV4RQ/maxresdefault.jpg,https://www.youtube.com/watch?v=Co5k7msV4RQ
Sadhguru's Advice To The Ice Man | Wim Hof | Beyond Human Limits | American Tribes | Adiyogi | 2020,"80,344 views","adiyogi, sadhguru, isha, ice man, sadhguru with iceman, ice man sadhguru, sadhguru and ice man, iceman sadhguru, sadhguru with ice man, wim hof sadhguru, sad...",https://i.ytimg.com/vi/dxgu_DJpdQU/maxresdefault.jpg,https://www.youtube.com/watch?v=dxgu_DJpdQU
Viking Star asks What Happens After Death? | Native Americans | Mato Tipila | Sadhguru | Adiyogi,"128,618 views","adiyogi, sadhguru, isha, sadhguru on native americans, sadhguru bjorn ironside, sadhguru viking, mato tipila sadhguru, sadhguru on mato tipila, adiyogi mato ...",https://i.ytimg.com/vi/1fmzQ0y_9SQ/maxresdefault.jpg,https://www.youtube.com/watch?v=1fmzQ0y_9SQ
Does Design & Geometry Matter? | Temples | Design | IIT Kharagpur | Sadhguru | Adiyogi,"20,283 views","adiyogi, sadhguru, isha, sadhguru on geometry, sadhguru on design, sadhguru on temple design, sadhguru on temples, sadhguru temples, sadhguru on temple, sadh...",https://i.ytimg.com/vi/RUNMxTbLZY0/maxresdefault.jpg,https://www.youtube.com/watch?v=RUNMxTbLZY0
BBC Journalist with #Sadhguru | Sadhguru latest interview Speech Videos 2020 | Sadguru Speeches,"156,228 views","jaggi vasudev latest videos 2019, jaggi vasudev latest videos 2020, sadhguru, sadhguru latest speech, sadguru latest, sath guru, sathguru, sadhguru latest, s...",https://i.ytimg.com/vi/Jl6JhTLCLps/hqdefault.jpg,https://www.youtube.com/watch?v=Jl6JhTLCLps
Visionary Women with #Sadhguru | Sadhguru latest speech interview videos conversation 2020,"9,877 views","jaggi vasudev latest videos 2020, sadhguru, sadhguru latest speech, sadguru latest, sath guru, sathguru, sadhguru latest speech 2020, sadhguru latest, sadhgu...",https://i.ytimg.com/vi/xeCDaGndUYY/hqdefault.jpg,https://www.youtube.com/watch?v=xeCDaGndUYY
Developing an Inclusive Consciousness | Sadhguru | Talks at Google,"1,242,446 views","talks at google, ted talks, inspirational talks, educational talks, Developing an Inclusive Consciousness, Sadhguru, how individuals can create a quality of ...",https://i.ytimg.com/vi/QQn8X4FbpTM/maxresdefault.jpg,https://www.youtube.com/watch?v=QQn8X4FbpTM
Sadhguru on How To Never Get Angry or Bothered By People,"8,093,670 views","Sadhguru 2018, youth and truth sadhguru 2018, youth and truth sadhguru unplugged, youth and truth sadhguru september 2018, isha, yoga, spirituality, wisdom, ...",https://i.ytimg.com/vi/cxoQdEhHaT8/maxresdefault.jpg,https://www.youtube.com/watch?v=cxoQdEhHaT8
How to Deal with Relationships? | Sadhguru,"3,220,499 views","Sadhguru (Person), Isha Foundation, Guru, Mystic, Yogi, Wisdom, Mysticism, Yoga, Yoga Practice, Yoga Techniques, How to do Yoga, Learn Yoga, Meditation, Lear...",https://i.ytimg.com/vi/Dl8MUnLfEsk/maxresdefault.jpg,https://www.youtube.com/watch?v=Dl8MUnLfEsk
Understanding The True Meaning of Love | Sadhguru,"505,598 views","Sadhguru, sadhguru latest, sync mind, sadhguru meditation, sadhguru speech, jaggi vasudev, sadhguru jaggi vasudev, sadguru speeches, isha foundation, isha kr...",https://i.ytimg.com/vi/QsR2agtO_kM/maxresdefault.jpg,https://www.youtube.com/watch?v=QsR2agtO_kM
Freeing Yourself From Unconscious Habits | Sadhguru,"429,589 views","Sadhguru, sadhguru latest, sync mind, sadhguru meditation, sadhguru speech, jaggi vasudev, sadhguru jaggi vasudev, sadguru speeches, isha kriya, isha yoga, s...",https://i.ytimg.com/vi/nK5tRs2qpR8/maxresdefault.jpg,https://www.youtube.com/watch?v=nK5tRs2qpR8
Sadhguru-Learn to live life in an profound and intense manner!- Motivational video,"51,684 views","Sadhguru, sadhguru in life, motivational video, inspirational talk, how to live life ?, happiness, joy, success, how to handle faillure ?, smarter by the day...",https://i.ytimg.com/vi/jgJLECwqHlk/maxresdefault.jpg,https://www.youtube.com/watch?v=jgJLECwqHlk
Sadhguru -How to deal with negative people and criticism ?,"2,768 views","Sadhguru, how to handle negative people ?, how to deal with criticism, dealing with failure, do your best, guru and the scorpion story, monk and the scorpion",https://i.ytimg.com/vi/Co5k7msV4RQ/maxresdefault.jpg,https://www.youtube.com/watch?v=Co5k7msV4RQ
Sadhguru meditation - How To Deal With Negative Emotions In a Healthy Way,"629,068 views","Sadhguru, Sadhguru meditation, How To Deal With Negative Emotions In a Healthy Way, Sadhguru meditation 2017, Sadhguru ego 2017, Sadhguru online 2017, Sadhgu...",https://i.ytimg.com/vi/4SZEGKxvGJk/maxresdefault.jpg,https://www.youtube.com/watch?v=4SZEGKxvGJk
Sadhguru REVEALS How To Live A HAPPY LIFE & Unlock Your MIND'S POTENTIAL | Lewis Howes,"365,246 views","Sadhguru interview, Sadhguru, Sadhguru speech, Sadhguru motivation, lewis howes interview, lewis howes, school of greatness, self help, self improvement, sel...",https://i.ytimg.com/vi/0c7nrjJ1nqw/maxresdefault.jpg,https://www.youtube.com/watch?v=0c7nrjJ1nqw
A Student said Sadhguru's analogy stupid. Sadhguru shuts him up || See What Happened Next.,"10,893,655 views","sadhguru, sadhguru latest speech, sadhguru latest speech 2019, sadhguru latest interview, sadhguru talking, sadhguru vs law students, sadhguru vs law student...",https://i.ytimg.com/vi/NEBiIDfwJBY/maxresdefault.jpg,https://www.youtube.com/watch?v=NEBiIDfwJBY
Rapid Fire Round 🔥 Karan Johar with Sadhguru,"9,780,372 views","Sadhguru (Person), sadguru, satguru, Sadhguru Jaggi Vasudev, wisdom, isha yoga, spirituality, mysticism, seeking, sadguru speeches in english 2017, In Conver...",https://i.ytimg.com/vi/o2dY1VW14lw/maxresdefault.jpg,https://www.youtube.com/watch?v=o2dY1VW14lw
"Sadhguru debates Jewish Rabbi in Los Angeles, California","945,576 views","sadhguru, sadhguru debate, sadhguru vs, sadhguru vs jewish rabbi, sadhguru rabbi, sadhguru interview, sadhguru 2020, sadhguru 2021, sadhguru new, sadguru, Lo...",https://i.ytimg.com/vi/aQzPhEbyZ5g/maxresdefault.jpg,https://www.youtube.com/watch?v=aQzPhEbyZ5g
Indian Guru Tries To Convince Gordon Ramsay To Be Vegetarian | Gordon's Great Escape,"3,456,573 views","food network, food network uk, man vs food, epic meal time, jamie oliver, gordon ramsay, gordons great escape, gordons great escape season 1 episode 3, gordo...",https://i.ytimg.com/vi/FTmqHh28raI/maxresdefault.jpg,https://www.youtube.com/watch?v=FTmqHh28raI
Gordon Ramsay Uncharted S02E06 India's Spice Hub FULL,"321,368 views","gordon ramsay, gordon ramsay uncharted, india, indian food, gordon ramsay india, gordon ramsay uncharted india, food",https://i.ytimg.com/vi/vahh_I22gRw/maxresdefault.jpg,https://www.youtube.com/watch?v=vahh_I22gRw
Gordon Ramsay Learns How To Make A Fresh Water Fish Curry | Gordon's Great Escape,"1,630,149 views","Gordon, Gordon Ramsay, gordon ramsay great escape, gordon ramsay great escape india, gordon's great escape india, gordon's great escape, gordon's great escap...",https://i.ytimg.com/vi/VD2ssZawXKY/maxresdefault.jpg,https://www.youtube.com/watch?v=VD2ssZawXKY
Gordon Ramsay Cooks An Indian Inspired Meal | Gordon's Great Escape,"2,811,578 views","Gordon, Gordon Ramsay, gordon's great escape, gordon's great escape india, gordon's great escape season 2, gordon's great escape season 1, gordon ramsay indi...",https://i.ytimg.com/vi/-DFrfnMEjfA/maxresdefault.jpg,https://www.youtube.com/watch?v=-DFrfnMEjfA
6 Times Gordon Ramsay Actually LIKED THE FOOD! | Kitchen Nightmares COMPILATION,"63,150,121 views","gordon ramsay likes the food, kitchen nightmares likes the food, Gordon, Gordon Ramsay, Ramsay, Ramsey, Chef Ramsay, Kitchen Nightmares, Hotel Hell, gordon r...",https://i.ytimg.com/vi/XVMxZMxkAgM/maxresdefault.jpg,https://www.youtube.com/watch?v=XVMxZMxkAgM
"""Master Of The Grill"" BURNS EVERYTHING | Kitchen Nightmares","9,116,509 views","ramsay's kitchen nightmares, kitchen nightmares full episodes, Gordon Ramsay kitchen nightmares, gordon ramsay kitchen nightmares full episodes, kitchen nigh...",https://i.ytimg.com/vi/ocJ4fpRg2is/maxresdefault.jpg,https://www.youtube.com/watch?v=ocJ4fpRg2is
The BEST OF THE CUSTOMERS On Kitchen Nightmares,"7,789,412 views","Gordon, Gordon Ramsay, Ramsay, Ramsey, Chef Ramsay, Kitchen Nightmares, Hotel Hell, Gordon Ramsay kitchen nightmares, Gordon Ramsay best insults, kitchen nig...",https://i.ytimg.com/vi/seVUpIvVoQE/maxresdefault.jpg,https://www.youtube.com/watch?v=seVUpIvVoQE
Tatiana Snaps At Waitress For Telling The Truth - Kitchen Nightmares,"18,985,085 views","Gordon, Gordon Ramsay, Ramsay, Ramsey, Chef Ramsay, Kitchen Nightmares, Hotel Hell, Tatiana, Charlie’s, Kitchen Nightmares Charlie’s",https://i.ytimg.com/vi/qc2XimizBpE/maxresdefault.jpg,https://www.youtube.com/watch?v=qc2XimizBpE
KitchenNightmares.US.S06E14,"3,968,971 views","video, sharing, camera phone, video phone, free, upload",https://i.ytimg.com/vi/QhLS5h_Lfyg/hqdefault.jpg,https://www.youtube.com/watch?v=QhLS5h_Lfyg
Kitchen.Nightmares.US.S06E09,"4,120,066 views","Kitchen, Nightmares, US, S06E09, PDTV, x264, LOL",https://i.ytimg.com/vi/F5lsU51ujW8/hqdefault.jpg,https://www.youtube.com/watch?v=F5lsU51ujW8
"“Hello, My Name's NINOOOOO!” - Kitchen Nightmares","17,185,217 views","Gordon Ramsay, Kitchen Nightmares, Gordon ramsay kitchen nightmares, kitchen nightmares ninos, chef ramsay kitchen nightmares, ramsay kitchen nightmares angr...",https://i.ytimg.com/vi/m0kk3nHCSUk/maxresdefault.jpg,https://www.youtube.com/watch?v=m0kk3nHCSUk
KitchenNightmares.US.S06E16,"16,808,494 views","video, sharing, camera phone, video phone, free, upload",https://i.ytimg.com/vi/kF-KPuG8dgo/hqdefault.jpg,https://www.youtube.com/watch?v=kF-KPuG8dgo
What Happened to Amy's Baking Company? - How Gordon Ramsay Became a Meme,"2,223,011 views","thegamerfrommars, internet culture, Amy's Baking Company, Amys Baking, Amy Bouzaglo, Samy Bouzaglo, Kitchen Nightmares, Gordon Ramsay, Hotel Hell, What Happened",https://i.ytimg.com/vi/ZimNGRDbzb8/maxresdefault.jpg,https://www.youtube.com/watch?v=ZimNGRDbzb8
KitchenNightmares.US.S06E16,"16,808,494 views","video, sharing, camera phone, video phone, free, upload",https://i.ytimg.com/vi/kF-KPuG8dgo/hqdefault.jpg,https://www.youtube.com/watch?v=kF-KPuG8dgo
Kitchen.Nightmares.US.S06E07,"8,287,344 views","Kitchen, Nightmares, US, S06E07, PDTV, x264, 2HD",https://i.ytimg.com/vi/Ef39k8uhzeM/hqdefault.jpg,https://www.youtube.com/watch?v=Ef39k8uhzeM
KitchenNightmares.US.S06E15,"7,519,698 views","video, sharing, camera phone, video phone, free, upload",https://i.ytimg.com/vi/LrBcXbzI66Q/hqdefault.jpg,https://www.youtube.com/watch?v=LrBcXbzI66Q
Ramsay's Costa del Nightmares S01E02,"329,506 views","gordon ramsay, ramsay's costa del nightmares, costa del nightmares, costa del, kitchen nightmares, le deck, season 1, episode 2, s01e02",https://i.ytimg.com/vi/glBjxTyeVQw/hqdefault.jpg,https://www.youtube.com/watch?v=glBjxTyeVQw
Ramsay's Costa del Nightmares S01E03,"645,462 views","gordon ramsay, ramsay's costa del nightmares, costa del nightmares, costa del, kitchen nightmares, season 1, s01e03, episode 3, la granada divino",https://i.ytimg.com/vi/qihq1x6vLNM/hqdefault.jpg,https://www.youtube.com/watch?v=qihq1x6vLNM
Gordon Goes Undercover At His Own Restaurant In Las Vegas | Season 1 Ep. 6 | THE F WORD,"29,771,059 views","The F Word, Gordon Ramsey, Hell's Kitchen, Masterchef, Cooking competition, Season 1, Episode 6, Episode Six, Gordon Ramsay, celebrity guests, VIP guests, hi...",https://i.ytimg.com/vi/RAOGbyWsLAU/maxresdefault.jpg,https://www.youtube.com/watch?v=RAOGbyWsLAU
The State Of Technology & Privacy | Season 1 | NEXT,438 views,"NEXT, fox, new show, ai, john slattery, Elizabeth Cappuccino, Eve Harlow, Fernanda Andrade, Michael Mosley, artificial intelligence, Manny Coto, John Requa, ...",https://i.ytimg.com/vi/SRcvJ4o5Xlc/maxresdefault.jpg,https://www.youtube.com/watch?v=SRcvJ4o5Xlc&list=PLXd9aCB0yKuitHOianIsEUV7WTTy744SY
Mind Blowing Road Technologies You Never Considered,"596,314 views","beamazed, be amazed, top 10, you won’t believe exist, cool gadgets, awesome inventions, inventions you must have, amazing inventions you must see, things tha...",https://i.ytimg.com/vi/c4w3uL2xDgw/maxresdefault.jpg,https://www.youtube.com/watch?v=c4w3uL2xDgw
Coolest Architectural Transformations,"157,899 views","beamazed, be amazed, top 10, architecture, architectural, transformations, before after, houses, homes, real estate, best houses, top houses, top transformat...",https://i.ytimg.com/vi/8QINIcVdtJY/maxresdefault.jpg,https://www.youtube.com/watch?v=8QINIcVdtJY
Once You See It You Can't Unsee It - Part 2,"1,286,621 views","beamazed, be amazed, top 10, family friendly, once you see it you cant unsee it, once you see it, funny photos",https://i.ytimg.com/vi/lc_VdW9rq-s/maxresdefault.jpg,https://www.youtube.com/watch?v=lc_VdW9rq-s
World's Most Dangerous Substances,"997,773 views","beamazed, be amazed, top 10, dangerous substances, deadliest substances, toxicity comparison, most dangerous, most poisonous thing, most dangerous substance,...",https://i.ytimg.com/vi/oBFazedbzhU/maxresdefault.jpg,https://www.youtube.com/watch?v=oBFazedbzhU
Bizarre Things That Only Exist In North Korea,"639,791 views","beamazed, be amazed, top 10, north korea, north korea facts, kim jong-un, kim jong un, life in north korea, kim jong-il, inside north korea, north korea life...",https://i.ytimg.com/vi/dGZV-JrkTvg/maxresdefault.jpg,https://www.youtube.com/watch?v=dGZV-JrkTvg
Killer Halloween Crafts and Decorations,"38,446 views","beamazed, be amazed, top 10, halloween crafts, halloween ideas, halloween decor, how to, halloween craft ideas, halloween decorations, do it yourself, hallow...",https://i.ytimg.com/vi/Gw6v9u4bB_E/maxresdefault.jpg,https://www.youtube.com/watch?v=Gw6v9u4bB_E
Halloween Stereotypes,"4,513,594 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/mfTnowfhW2c/maxresdefault.jpg,https://www.youtube.com/watch?v=mfTnowfhW2c
All Sports Golf Battle 4 | Dude Perfect,"21,474,569 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/luR70V5gdS0/hqdefault.jpg,https://www.youtube.com/watch?v=luR70V5gdS0
Mountain Top Snow Battle | Dude Perfect,"32,456,775 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/cZ85wy9fZO0/hqdefault.jpg,https://www.youtube.com/watch?v=cZ85wy9fZO0
Snow Sports Battle | Dude Perfect,"33,564,881 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/1BjgBoummtE/maxresdefault.jpg,https://www.youtube.com/watch?v=1BjgBoummtE
Drone Hunting Battle | Dude Perfect,"65,248,501 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/LAbXD3sx3fc/maxresdefault.jpg,https://www.youtube.com/watch?v=LAbXD3sx3fc
Blindfolded Archery Battle | Dude Perfect,"13,635,511 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/YYBqfzDPOWU/maxresdefault.jpg,https://www.youtube.com/watch?v=YYBqfzDPOWU
All Sports Bowling Battle | Dude Perfect,"22,209,045 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/XYX-IZa3rNs/maxresdefault.jpg,https://www.youtube.com/watch?v=XYX-IZa3rNs
All Sports Golf Battle 3 | Dude Perfect,"57,367,072 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/No8-mBek3rs/maxresdefault.jpg,https://www.youtube.com/watch?v=No8-mBek3rs
Bubble Gum Blowing Battle | Dude Perfect,"82,460,801 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/dlOPwVsI-O4/maxresdefault.jpg,https://www.youtube.com/watch?v=dlOPwVsI-O4
Plastic Golf Club Battle | Dude Perfect,"73,776,745 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/jgnVsuKY3oM/maxresdefault.jpg,https://www.youtube.com/watch?v=jgnVsuKY3oM
All Sports Golf Battle 4 | Dude Perfect,"21,474,569 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/luR70V5gdS0/hqdefault.jpg,https://www.youtube.com/watch?v=luR70V5gdS0
Stunt Driving Battle | Dude Perfect,"57,814,047 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/HKuCPqUpp4s/maxresdefault.jpg,https://www.youtube.com/watch?v=HKuCPqUpp4s
Airsoft Battle Royale 2 | Dude Perfect,"32,357,470 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/v_BgzDHGav0/maxresdefault.jpg,https://www.youtube.com/watch?v=v_BgzDHGav0
Airsoft Battle Royale | Dude Perfect,"70,088,666 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/rQWb_oYS1tg/maxresdefault.jpg,https://www.youtube.com/watch?v=rQWb_oYS1tg
Blindfolded Archery Battle | Dude Perfect,"13,635,511 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/YYBqfzDPOWU/maxresdefault.jpg,https://www.youtube.com/watch?v=YYBqfzDPOWU
Giant Foam Pit | Dude Perfect,"19,015,271 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/aV0BK3QCk0g/hqdefault.jpg,https://www.youtube.com/watch?v=aV0BK3QCk0g
High Speed Sports Battle | Dude Perfect,"30,965,461 views","dude perfect, dude perfect stereotypes, dude perfect water bottle flip, bottle flip, water bottle flip, dude perfect bottle flip, dude perfect basketball, dp...",https://i.ytimg.com/vi/6bH9Qb_feRY/maxresdefault.jpg,https://www.youtube.com/watch?v=6bH9Qb_feRY
Drone Hunting Battle | Dude Perfect,"65,248,569 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/LAbXD3sx3fc/maxresdefault.jpg,https://www.youtube.com/watch?v=LAbXD3sx3fc
Virtual Reality Battle | Dude Perfect,"44,805,181 views","Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, du...",https://i.ytimg.com/vi/evXDnRpgolc/maxresdefault.jpg,https://www.youtube.com/watch?v=evXDnRpgolc
